YEAR,MES,CCAA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2020,1,Andalucia,America,Argentina,1809,19904,11
2020,1,Andalucia,America,Bolivia,52,691,13
2020,1,Andalucia,America,Brasil,3144,27098,8
2020,1,Andalucia,America,Canada,1726,11506,6
2020,1,Andalucia,America,Chile,405,3757,9
2020,1,Andalucia,America,Colombia,1978,25909,13
2020,1,Andalucia,America,Costa Rica,144,1229,8
2020,1,Andalucia,America,Ecuador,202,2771,13
2020,1,Andalucia,America,El Salvador,55,546,9
2020,1,Andalucia,America,Estados Unidos de America,32581,240469,7
2020,1,Andalucia,America,Guatemala,65,694,10
2020,1,Andalucia,America,Honduras,37,234,6
2020,1,Andalucia,America,Mexico,1754,18568,10
2020,1,Andalucia,America,Nicaragua,311,4211,13
2020,1,Andalucia,America,Panama,192,2299,12
2020,1,Andalucia,America,Paraguay,210,1832,8
2020,1,Andalucia,America,Peru,391,4648,11
2020,1,Andalucia,America,Republica Dominicana,53,377,7
2020,1,Andalucia,America,Uruguay,255,2532,9
2020,1,Andalucia,America,Venezuela,433,8672,20
2020,1,Aragon,America,Argentina,122,1202,9
2020,1,Aragon,America,Brasil,180,1953,10
2020,1,Aragon,America,Canada,43,347,8
2020,1,Aragon,America,Chile,63,553,8
2020,1,Aragon,America,Colombia,472,6153,13
2020,1,Aragon,America,Ecuador,49,699,14
2020,1,Aragon,America,Estados Unidos de America,1688,17954,10
2020,1,Aragon,America,Mexico,219,2477,11
2020,1,Aragon,America,Nicaragua,201,3706,18
2020,1,Aragon,America,Panama,45,585,13
2020,1,Aragon,America,Peru,78,1129,14
2020,1,Aragon,America,Venezuela,80,1696,21
2020,1,Canarias,America,Argentina,397,4264,10
2020,1,Canarias,America,Brasil,460,3689,8
2020,1,Canarias,America,Canada,422,2992,7
2020,1,Canarias,America,Chile,86,903,10
2020,1,Canarias,America,Colombia,972,14984,15
2020,1,Canarias,America,Ecuador,62,1019,16
2020,1,Canarias,America,Estados Unidos de America,4332,42232,9
2020,1,Canarias,America,Mexico,173,1859,10
2020,1,Canarias,America,Panama,47,664,14
2020,1,Canarias,America,Peru,64,859,13
2020,1,Canarias,America,Uruguay,139,1723,12
2020,1,Canarias,America,Venezuela,785,14903,19
2020,1,Cantabria,America,Argentina,44,471,10
2020,1,Cantabria,America,Brasil,99,1396,14
2020,1,Cantabria,America,Chile,41,533,13
2020,1,Cantabria,America,Colombia,204,2938,14
2020,1,Cantabria,America,Estados Unidos de America,542,5203,9
2020,1,Cantabria,America,Mexico,161,2270,14
2020,1,Cantabria,America,Peru,73,840,11
2020,1,Cantabria,America,Venezuela,38,684,18
2020,1,Castilla - La Mancha,America,Argentina,201,1632,8
2020,1,Castilla - La Mancha,America,Bolivia,36,369,10
2020,1,Castilla - La Mancha,America,Brasil,312,2655,8
2020,1,Castilla - La Mancha,America,Canada,73,479,6
2020,1,Castilla - La Mancha,America,Chile,102,895,8
2020,1,Castilla - La Mancha,America,Colombia,854,11312,13
2020,1,Castilla - La Mancha,America,Ecuador,66,815,12
2020,1,Castilla - La Mancha,America,Estados Unidos de America,2203,22136,10
2020,1,Castilla - La Mancha,America,Mexico,331,3171,9
2020,1,Castilla - La Mancha,America,Nicaragua,48,617,12
2020,1,Castilla - La Mancha,America,Panama,49,540,11
2020,1,Castilla - La Mancha,America,Paraguay,39,404,10
2020,1,Castilla - La Mancha,America,Peru,230,3038,13
2020,1,Castilla - La Mancha,America,Republica Dominicana,30,309,10
2020,1,Castilla - La Mancha,America,Uruguay,35,249,7
2020,1,Castilla - La Mancha,America,Venezuela,166,2747,16
2020,1,Castilla y Leon,America,Argentina,229,2228,9
2020,1,Castilla y Leon,America,Bolivia,45,729,16
2020,1,Castilla y Leon,America,Brasil,940,8286,8
2020,1,Castilla y Leon,America,Canada,103,693,6
2020,1,Castilla y Leon,America,Chile,158,1388,8
2020,1,Castilla y Leon,America,Colombia,814,11707,14
2020,1,Castilla y Leon,America,Costa Rica,43,423,9
2020,1,Castilla y Leon,America,Ecuador,88,1386,15
2020,1,Castilla y Leon,America,El Salvador,40,520,13
2020,1,Castilla y Leon,America,Estados Unidos de America,2883,30349,10
2020,1,Castilla y Leon,America,Guatemala,41,422,10
2020,1,Castilla y Leon,America,Mexico,547,5903,10
2020,1,Castilla y Leon,America,Nicaragua,43,673,15
2020,1,Castilla y Leon,America,Panama,78,1121,14
2020,1,Castilla y Leon,America,Paraguay,54,551,10
2020,1,Castilla y Leon,America,Peru,209,2469,11
2020,1,Castilla y Leon,America,Republica Dominicana,49,494,10
2020,1,Castilla y Leon,America,Uruguay,57,549,9
2020,1,Castilla y Leon,America,Venezuela,138,2289,16
2020,1,Cataluna,America,Argentina,6097,41276,6
2020,1,Cataluna,America,Bolivia,148,1909,12
2020,1,Cataluna,America,Brasil,9054,64847,7
2020,1,Cataluna,America,Canada,1685,9251,5
2020,1,Cataluna,America,Chile,1232,9084,7
2020,1,Cataluna,America,Colombia,5934,63370,10
2020,1,Cataluna,America,Costa Rica,303,2384,7
2020,1,Cataluna,America,Ecuador,611,6792,11
2020,1,Cataluna,America,El Salvador,172,1568,9
2020,1,Cataluna,America,Estados Unidos de America,39260,245637,6
2020,1,Cataluna,America,Guatemala,228,1739,7
2020,1,Cataluna,America,Honduras,332,2646,8
2020,1,Cataluna,America,Mexico,5975,44580,7
2020,1,Cataluna,America,Nicaragua,142,2073,14
2020,1,Cataluna,America,Panama,355,3332,9
2020,1,Cataluna,America,Paraguay,278,2601,9
2020,1,Cataluna,America,Peru,1891,19342,10
2020,1,Cataluna,America,Republica Dominicana,161,1256,7
2020,1,Cataluna,America,Uruguay,643,6663,10
2020,1,Cataluna,America,Venezuela,1155,20103,17
2020,1,Ceuta,America,Estados Unidos de America,367,1211,3
2020,1,Comunidad Foral de Navarra,America,Argentina,46,488,10
2020,1,Comunidad Foral de Navarra,America,Brasil,150,1845,12
2020,1,Comunidad Foral de Navarra,America,Chile,46,460,10
2020,1,Comunidad Foral de Navarra,America,Colombia,306,4376,14
2020,1,Comunidad Foral de Navarra,America,Ecuador,93,1060,11
2020,1,Comunidad Foral de Navarra,America,Estados Unidos de America,681,7695,11
2020,1,Comunidad Foral de Navarra,America,Mexico,148,1732,11
2020,1,Comunidad Foral de Navarra,America,Nicaragua,37,551,14
2020,1,Comunidad Foral de Navarra,America,Peru,93,1553,16
2020,1,Comunidad Foral de Navarra,America,Venezuela,40,564,14
2020,1,Comunidad de Madrid,America,Argentina,9165,48575,5
2020,1,Comunidad de Madrid,America,Bolivia,264,2138,8
2020,1,Comunidad de Madrid,America,Brasil,9061,62521,6
2020,1,Comunidad de Madrid,America,Canada,1343,8192,6
2020,1,Comunidad de Madrid,America,Chile,2190,12702,5
2020,1,Comunidad de Madrid,America,Colombia,10093,85791,8
2020,1,Comunidad de Madrid,America,Costa Rica,782,5083,6
2020,1,Comunidad de Madrid,America,Cuba,51,337,6
2020,1,Comunidad de Madrid,America,Ecuador,1355,11924,8
2020,1,Comunidad de Madrid,America,El Salvador,313,3193,10
2020,1,Comunidad de Madrid,America,Estados Unidos de America,34865,258001,7
2020,1,Comunidad de Madrid,America,Guatemala,636,4897,7
2020,1,Comunidad de Madrid,America,Honduras,448,2150,4
2020,1,Comunidad de Madrid,America,Jamaica,37,189,5
2020,1,Comunidad de Madrid,America,Mexico,13943,93418,6
2020,1,Comunidad de Madrid,America,Nicaragua,295,3098,10
2020,1,Comunidad de Madrid,America,Panama,906,7429,8
2020,1,Comunidad de Madrid,America,Paraguay,1144,7436,6
2020,1,Comunidad de Madrid,America,Peru,5870,41677,7
2020,1,Comunidad de Madrid,America,Republica Dominicana,896,6003,6
2020,1,Comunidad de Madrid,America,Uruguay,2640,8448,3
2020,1,Comunidad de Madrid,America,Venezuela,3413,53584,15
2020,1,Comunitat Valenciana,America,Argentina,846,10209,12
2020,1,Comunitat Valenciana,America,Bolivia,35,440,12
2020,1,Comunitat Valenciana,America,Brasil,1072,12661,11
2020,1,Comunitat Valenciana,America,Canada,381,3137,8
2020,1,Comunitat Valenciana,America,Chile,231,2502,10
2020,1,Comunitat Valenciana,America,Colombia,2523,36105,14
2020,1,Comunitat Valenciana,America,Costa Rica,35,484,13
2020,1,Comunitat Valenciana,America,Ecuador,264,3939,14
2020,1,Comunitat Valenciana,America,Estados Unidos de America,7279,69106,9
2020,1,Comunitat Valenciana,America,Guatemala,46,659,14
2020,1,Comunitat Valenciana,America,Honduras,48,251,5
2020,1,Comunitat Valenciana,America,Mexico,759,8724,11
2020,1,Comunitat Valenciana,America,Nicaragua,41,646,15
2020,1,Comunitat Valenciana,America,Panama,119,1297,10
2020,1,Comunitat Valenciana,America,Paraguay,96,1008,10
2020,1,Comunitat Valenciana,America,Peru,242,3064,12
2020,1,Comunitat Valenciana,America,Republica Dominicana,39,355,9
2020,1,Comunitat Valenciana,America,Uruguay,227,2594,11
2020,1,Comunitat Valenciana,America,Venezuela,525,10489,20
2020,1,Extremadura,America,Argentina,49,468,9
2020,1,Extremadura,America,Brasil,451,3223,7
2020,1,Extremadura,America,Canada,33,185,5
2020,1,Extremadura,America,Chile,34,342,10
2020,1,Extremadura,America,Colombia,134,1986,14
2020,1,Extremadura,America,Estados Unidos de America,758,7831,10
2020,1,Extremadura,America,Mexico,93,1006,10
2020,1,Extremadura,America,Peru,45,509,11
2020,1,Extremadura,America,Venezuela,40,917,22
2020,1,Galicia,America,Argentina,355,4159,11
2020,1,Galicia,America,Brasil,1527,15614,10
2020,1,Galicia,America,Canada,89,823,9
2020,1,Galicia,America,Chile,119,1271,10
2020,1,Galicia,America,Colombia,535,7747,14
2020,1,Galicia,America,Ecuador,76,1087,14
2020,1,Galicia,America,Estados Unidos de America,2884,32386,11
2020,1,Galicia,America,Mexico,640,7821,12
2020,1,Galicia,America,Panama,125,1553,12
2020,1,Galicia,America,Peru,171,2030,11
2020,1,Galicia,America,Republica Dominicana,30,228,7
2020,1,Galicia,America,Uruguay,150,1845,12
2020,1,Galicia,America,Venezuela,520,10220,19
2020,1,Illes Balears,America,Argentina,465,5813,12
2020,1,Illes Balears,America,Brasil,364,3640,10
2020,1,Illes Balears,America,Canada,126,706,5
2020,1,Illes Balears,America,Chile,56,549,9
2020,1,Illes Balears,America,Colombia,704,10138,14
2020,1,Illes Balears,America,Ecuador,61,1092,17
2020,1,Illes Balears,America,Estados Unidos de America,2349,20436,8
2020,1,Illes Balears,America,Mexico,242,2444,10
2020,1,Illes Balears,America,Paraguay,62,707,11
2020,1,Illes Balears,America,Peru,70,1043,14
2020,1,Illes Balears,America,Uruguay,84,1000,11
2020,1,Illes Balears,America,Venezuela,49,657,13
2020,1,La Rioja,America,Brasil,58,818,14
2020,1,La Rioja,America,Colombia,185,3090,16
2020,1,La Rioja,America,Estados Unidos de America,278,2891,10
2020,1,La Rioja,America,Mexico,45,419,9
2020,1,Melilla,America,Estados Unidos de America,44,339,7
2020,1,Pais Vasco,America,Argentina,251,2598,10
2020,1,Pais Vasco,America,Brasil,558,5408,9
2020,1,Pais Vasco,America,Canada,111,701,6
2020,1,Pais Vasco,America,Chile,162,1372,8
2020,1,Pais Vasco,America,Colombia,865,11595,13
2020,1,Pais Vasco,America,Ecuador,67,1061,15
2020,1,Pais Vasco,America,Estados Unidos de America,2789,26653,9
2020,1,Pais Vasco,America,Honduras,33,179,5
2020,1,Pais Vasco,America,Mexico,664,6869,10
2020,1,Pais Vasco,America,Nicaragua,209,2642,12
2020,1,Pais Vasco,America,Panama,48,654,13
2020,1,Pais Vasco,America,Paraguay,83,701,8
2020,1,Pais Vasco,America,Peru,160,2127,13
2020,1,Pais Vasco,America,Uruguay,49,520,10
2020,1,Pais Vasco,America,Venezuela,141,2695,19
2020,1,Principado de Asturias,America,Argentina,95,1055,11
2020,1,Principado de Asturias,America,Brasil,179,2381,13
2020,1,Principado de Asturias,America,Chile,59,637,10
2020,1,Principado de Asturias,America,Colombia,194,2813,14
2020,1,Principado de Asturias,America,Estados Unidos de America,994,10735,10
2020,1,Principado de Asturias,America,Mexico,269,3658,13
2020,1,Principado de Asturias,America,Panama,33,432,13
2020,1,Principado de Asturias,America,Peru,55,787,14
2020,1,Principado de Asturias,America,Venezuela,79,1288,16
2020,1,Region de Murcia,America,Argentina,80,904,11
2020,1,Region de Murcia,America,Brasil,147,2132,14
2020,1,Region de Murcia,America,Canada,44,365,8
2020,1,Region de Murcia,America,Chile,32,390,12
2020,1,Region de Murcia,America,Colombia,389,5835,15
2020,1,Region de Murcia,America,Ecuador,144,1915,13
2020,1,Region de Murcia,America,Estados Unidos de America,1005,12362,12
2020,1,Region de Murcia,America,Mexico,141,1833,13
2020,1,Region de Murcia,America,Nicaragua,66,1327,20
2020,1,Region de Murcia,America,Paraguay,33,284,8
2020,1,Region de Murcia,America,Peru,30,357,11
2020,1,Region de Murcia,America,Venezuela,38,646,17
2020,2,Andalucia,America,Argentina,1597,16039,10
2020,2,Andalucia,America,Bolivia,45,601,13
2020,2,Andalucia,America,Brasil,2119,16966,8
2020,2,Andalucia,America,Canada,2569,18546,7
2020,2,Andalucia,America,Chile,508,4152,8
2020,2,Andalucia,America,Colombia,1396,15245,10
2020,2,Andalucia,America,Costa Rica,65,762,11
2020,2,Andalucia,America,Ecuador,189,1999,10
2020,2,Andalucia,America,El Salvador,55,506,9
2020,2,Andalucia,America,Estados Unidos de America,26899,180483,6
2020,2,Andalucia,America,Guatemala,49,555,11
2020,2,Andalucia,America,Honduras,32,210,6
2020,2,Andalucia,America,Jamaica,97,714,7
2020,2,Andalucia,America,Mexico,1192,10724,9
2020,2,Andalucia,America,Nicaragua,357,3938,11
2020,2,Andalucia,America,Panama,115,1241,10
2020,2,Andalucia,America,Paraguay,231,1720,7
2020,2,Andalucia,America,Peru,332,3930,11
2020,2,Andalucia,America,Republica Dominicana,34,277,8
2020,2,Andalucia,America,Uruguay,202,1716,8
2020,2,Andalucia,America,Venezuela,288,4848,16
2020,2,Aragon,America,Argentina,127,1413,11
2020,2,Aragon,America,Brasil,172,1670,9
2020,2,Aragon,America,Canada,34,167,4
2020,2,Aragon,America,Chile,70,472,6
2020,2,Aragon,America,Colombia,337,3950,11
2020,2,Aragon,America,Ecuador,56,552,9
2020,2,Aragon,America,Estados Unidos de America,1225,11236,9
2020,2,Aragon,America,Mexico,128,1198,9
2020,2,Aragon,America,Nicaragua,220,3142,14
2020,2,Aragon,America,Panama,31,411,13
2020,2,Aragon,America,Peru,83,968,11
2020,2,Aragon,America,Uruguay,30,237,7
2020,2,Aragon,America,Venezuela,50,955,19
2020,2,Canarias,America,Argentina,343,3581,10
2020,2,Canarias,America,Brasil,285,1781,6
2020,2,Canarias,America,Canada,552,4414,8
2020,2,Canarias,America,Chile,107,996,9
2020,2,Canarias,America,Colombia,818,9108,11
2020,2,Canarias,America,Ecuador,33,344,10
2020,2,Canarias,America,Estados Unidos de America,3292,26336,8
2020,2,Canarias,America,Mexico,134,1324,9
2020,2,Canarias,America,Paraguay,30,224,7
2020,2,Canarias,America,Peru,74,861,11
2020,2,Canarias,America,Uruguay,113,1023,9
2020,2,Canarias,America,Venezuela,517,9559,18
2020,2,Cantabria,America,Argentina,50,515,10
2020,2,Cantabria,America,Brasil,51,500,9
2020,2,Cantabria,America,Chile,31,279,9
2020,2,Cantabria,America,Colombia,139,1446,10
2020,2,Cantabria,America,Estados Unidos de America,532,3405,6
2020,2,Cantabria,America,Mexico,57,604,10
2020,2,Cantabria,America,Peru,47,606,12
2020,2,Castilla - La Mancha,America,Argentina,175,1182,6
2020,2,Castilla - La Mancha,America,Brasil,211,1555,7
2020,2,Castilla - La Mancha,America,Canada,52,233,4
2020,2,Castilla - La Mancha,America,Chile,110,616,5
2020,2,Castilla - La Mancha,America,Colombia,634,6695,10
2020,2,Castilla - La Mancha,America,Ecuador,71,541,7
2020,2,Castilla - La Mancha,America,Estados Unidos de America,1559,13559,8
2020,2,Castilla - La Mancha,America,Mexico,148,1140,7
2020,2,Castilla - La Mancha,America,Nicaragua,34,431,12
2020,2,Castilla - La Mancha,America,Paraguay,30,184,6
2020,2,Castilla - La Mancha,America,Peru,163,1666,10
2020,2,Castilla - La Mancha,America,Uruguay,45,246,5
2020,2,Castilla - La Mancha,America,Venezuela,120,1632,13
2020,2,Castilla y Leon,America,Argentina,222,2331,10
2020,2,Castilla y Leon,America,Brasil,614,4994,8
2020,2,Castilla y Leon,America,Canada,72,439,6
2020,2,Castilla y Leon,America,Chile,140,1158,8
2020,2,Castilla y Leon,America,Colombia,604,6461,10
2020,2,Castilla y Leon,America,Ecuador,72,936,13
2020,2,Castilla y Leon,America,Estados Unidos de America,2078,19709,9
2020,2,Castilla y Leon,America,Mexico,291,2778,9
2020,2,Castilla y Leon,America,Nicaragua,30,359,12
2020,2,Castilla y Leon,America,Panama,48,680,14
2020,2,Castilla y Leon,America,Paraguay,54,539,10
2020,2,Castilla y Leon,America,Peru,176,2112,12
2020,2,Castilla y Leon,America,Republica Dominicana,32,287,9
2020,2,Castilla y Leon,America,Uruguay,126,1019,8
2020,2,Castilla y Leon,America,Venezuela,90,1611,17
2020,2,Cataluna,America,Argentina,6450,46639,7
2020,2,Cataluna,America,Bolivia,138,1545,11
2020,2,Cataluna,America,Brasil,5673,37186,6
2020,2,Cataluna,America,Canada,1610,8283,5
2020,2,Cataluna,America,Chile,2118,12947,6
2020,2,Cataluna,America,Colombia,3876,37113,9
2020,2,Cataluna,America,Costa Rica,144,1353,9
2020,2,Cataluna,America,Ecuador,529,4899,9
2020,2,Cataluna,America,El Salvador,157,1454,9
2020,2,Cataluna,America,Estados Unidos de America,31667,187535,5
2020,2,Cataluna,America,Guatemala,205,1462,7
2020,2,Cataluna,America,Honduras,267,1663,6
2020,2,Cataluna,America,Mexico,4213,28074,6
2020,2,Cataluna,America,Nicaragua,142,1641,11
2020,2,Cataluna,America,Panama,316,2341,7
2020,2,Cataluna,America,Paraguay,297,2155,7
2020,2,Cataluna,America,Peru,1957,16285,8
2020,2,Cataluna,America,Republica Dominicana,116,805,6
2020,2,Cataluna,America,Uruguay,827,6017,7
2020,2,Cataluna,America,Venezuela,656,11433,17
2020,2,Ceuta,America,Estados Unidos de America,633,1266,2
2020,2,Comunidad Foral de Navarra,America,Argentina,53,615,11
2020,2,Comunidad Foral de Navarra,America,Brasil,104,1113,10
2020,2,Comunidad Foral de Navarra,America,Chile,36,374,10
2020,2,Comunidad Foral de Navarra,America,Colombia,204,2468,12
2020,2,Comunidad Foral de Navarra,America,Ecuador,60,906,15
2020,2,Comunidad Foral de Navarra,America,Estados Unidos de America,480,4272,8
2020,2,Comunidad Foral de Navarra,America,Mexico,89,935,10
2020,2,Comunidad Foral de Navarra,America,Nicaragua,37,540,14
2020,2,Comunidad Foral de Navarra,America,Peru,72,1080,15
2020,2,Comunidad de Madrid,America,Argentina,10109,51556,5
2020,2,Comunidad de Madrid,America,Bolivia,189,1342,7
2020,2,Comunidad de Madrid,America,Brasil,6159,38186,6
2020,2,Comunidad de Madrid,America,Canada,1304,6650,5
2020,2,Comunidad de Madrid,America,Chile,3595,15459,4
2020,2,Comunidad de Madrid,America,Colombia,7395,50286,6
2020,2,Comunidad de Madrid,America,Costa Rica,377,2074,5
2020,2,Comunidad de Madrid,America,Cuba,42,235,5
2020,2,Comunidad de Madrid,America,Ecuador,1219,8289,6
2020,2,Comunidad de Madrid,America,El Salvador,259,1787,6
2020,2,Comunidad de Madrid,America,Estados Unidos de America,24831,161402,6
2020,2,Comunidad de Madrid,America,Guatemala,576,3398,5
2020,2,Comunidad de Madrid,America,Honduras,437,1748,4
2020,2,Comunidad de Madrid,America,Jamaica,43,254,5
2020,2,Comunidad de Madrid,America,Mexico,9973,54852,5
2020,2,Comunidad de Madrid,America,Nicaragua,257,2287,8
2020,2,Comunidad de Madrid,America,Panama,867,5202,6
2020,2,Comunidad de Madrid,America,Paraguay,1155,5660,4
2020,2,Comunidad de Madrid,America,Peru,6712,32218,4
2020,2,Comunidad de Madrid,America,Republica Dominicana,314,1664,5
2020,2,Comunidad de Madrid,America,Uruguay,2757,8822,3
2020,2,Comunidad de Madrid,America,Venezuela,1894,26895,14
2020,2,Comunitat Valenciana,America,Argentina,775,8477,10
2020,2,Comunitat Valenciana,America,Bolivia,35,496,14
2020,2,Comunitat Valenciana,America,Brasil,782,8834,11
2020,2,Comunitat Valenciana,America,Canada,402,3032,7
2020,2,Comunitat Valenciana,America,Chile,243,2261,9
2020,2,Comunitat Valenciana,America,Colombia,2078,23583,11
2020,2,Comunitat Valenciana,America,Costa Rica,34,337,9
2020,2,Comunitat Valenciana,America,Ecuador,212,2135,10
2020,2,Comunitat Valenciana,America,Estados Unidos de America,5945,53102,8
2020,2,Comunitat Valenciana,America,Guatemala,51,508,10
2020,2,Comunitat Valenciana,America,Honduras,50,223,4
2020,2,Comunitat Valenciana,America,Mexico,625,6006,9
2020,2,Comunitat Valenciana,America,Nicaragua,36,460,12
2020,2,Comunitat Valenciana,America,Panama,76,680,8
2020,2,Comunitat Valenciana,America,Paraguay,77,684,8
2020,2,Comunitat Valenciana,America,Peru,221,2705,12
2020,2,Comunitat Valenciana,America,Republica Dominicana,46,299,6
2020,2,Comunitat Valenciana,America,Uruguay,224,2263,10
2020,2,Comunitat Valenciana,America,Venezuela,391,7533,19
2020,2,Extremadura,America,Argentina,44,418,9
2020,2,Extremadura,America,Brasil,317,1846,5
2020,2,Extremadura,America,Colombia,85,953,11
2020,2,Extremadura,America,Estados Unidos de America,563,5937,10
2020,2,Extremadura,America,Mexico,59,569,9
2020,2,Extremadura,America,Peru,38,407,10
2020,2,Extremadura,America,Venezuela,31,555,17
2020,2,Galicia,America,Argentina,290,3255,11
2020,2,Galicia,America,Brasil,1113,9080,8
2020,2,Galicia,America,Canada,79,571,7
2020,2,Galicia,America,Chile,92,744,8
2020,2,Galicia,America,Colombia,429,4794,11
2020,2,Galicia,America,Ecuador,41,698,17
2020,2,Galicia,America,Estados Unidos de America,1938,20969,10
2020,2,Galicia,America,Mexico,366,3991,10
2020,2,Galicia,America,Panama,68,910,13
2020,2,Galicia,America,Peru,135,1724,12
2020,2,Galicia,America,Uruguay,138,1719,12
2020,2,Galicia,America,Venezuela,354,6864,19
2020,2,Illes Balears,America,Argentina,445,4940,11
2020,2,Illes Balears,America,Brasil,411,3124,7
2020,2,Illes Balears,America,Canada,157,895,5
2020,2,Illes Balears,America,Chile,96,749,7
2020,2,Illes Balears,America,Colombia,646,7687,11
2020,2,Illes Balears,America,Ecuador,67,710,10
2020,2,Illes Balears,America,Estados Unidos de America,2079,15593,7
2020,2,Illes Balears,America,Mexico,147,1220,8
2020,2,Illes Balears,America,Nicaragua,33,376,11
2020,2,Illes Balears,America,Paraguay,82,615,7
2020,2,Illes Balears,America,Peru,63,888,14
2020,2,Illes Balears,America,Uruguay,92,929,10
2020,2,Illes Balears,America,Venezuela,53,784,14
2020,2,La Rioja,America,Argentina,30,282,9
2020,2,La Rioja,America,Brasil,38,540,14
2020,2,La Rioja,America,Colombia,143,2031,14
2020,2,La Rioja,America,Estados Unidos de America,212,2014,9
2020,2,La Rioja,America,Mexico,43,473,11
2020,2,La Rioja,America,Peru,62,942,15
2020,2,Pais Vasco,America,Argentina,219,2252,10
2020,2,Pais Vasco,America,Brasil,392,3692,9
2020,2,Pais Vasco,America,Canada,77,322,4
2020,2,Pais Vasco,America,Chile,163,1413,8
2020,2,Pais Vasco,America,Colombia,673,8062,12
2020,2,Pais Vasco,America,Ecuador,58,560,9
2020,2,Pais Vasco,America,Estados Unidos de America,1952,15934,8
2020,2,Pais Vasco,America,Honduras,40,159,4
2020,2,Pais Vasco,America,Mexico,384,3465,9
2020,2,Pais Vasco,America,Nicaragua,294,3077,10
2020,2,Pais Vasco,America,Paraguay,71,752,10
2020,2,Pais Vasco,America,Peru,116,1385,11
2020,2,Pais Vasco,America,Uruguay,34,256,7
2020,2,Pais Vasco,America,Venezuela,106,1791,16
2020,2,Principado de Asturias,America,Argentina,104,1258,12
2020,2,Principado de Asturias,America,Brasil,101,960,9
2020,2,Principado de Asturias,America,Chile,35,354,10
2020,2,Principado de Asturias,America,Colombia,126,1462,11
2020,2,Principado de Asturias,America,Estados Unidos de America,583,6180,10
2020,2,Principado de Asturias,America,Mexico,125,1213,9
2020,2,Principado de Asturias,America,Peru,34,510,15
2020,2,Principado de Asturias,America,Venezuela,41,693,16
2020,2,Region de Murcia,America,Argentina,99,980,9
2020,2,Region de Murcia,America,Brasil,108,1231,11
2020,2,Region de Murcia,America,Canada,32,250,7
2020,2,Region de Murcia,America,Chile,31,282,9
2020,2,Region de Murcia,America,Colombia,313,3975,12
2020,2,Region de Murcia,America,Ecuador,134,1286,9
2020,2,Region de Murcia,America,Estados Unidos de America,738,7823,10
2020,2,Region de Murcia,America,Guatemala,63,674,10
2020,2,Region de Murcia,America,Mexico,116,1230,10
2020,2,Region de Murcia,America,Nicaragua,84,1067,12
2020,2,Region de Murcia,America,Paraguay,35,483,13
2020,2,Region de Murcia,America,Peru,31,344,11
2020,3,Andalucia,America,Argentina,1152,12257,10
2020,3,Andalucia,America,Bolivia,30,426,14
2020,3,Andalucia,America,Brasil,1660,13307,8
2020,3,Andalucia,America,Canada,2771,25223,9
2020,3,Andalucia,America,Chile,247,2587,10
2020,3,Andalucia,America,Colombia,1006,12674,12
2020,3,Andalucia,America,Costa Rica,37,332,9
2020,3,Andalucia,America,Ecuador,149,1779,11
2020,3,Andalucia,America,El Salvador,35,519,14
2020,3,Andalucia,America,Estados Unidos de America,28818,230280,8
2020,3,Andalucia,America,Guatemala,45,660,14
2020,3,Andalucia,America,Honduras,48,236,4
2020,3,Andalucia,America,Mexico,950,8953,9
2020,3,Andalucia,America,Nicaragua,437,4956,11
2020,3,Andalucia,America,Panama,112,1100,9
2020,3,Andalucia,America,Paraguay,141,1375,9
2020,3,Andalucia,America,Peru,269,3028,11
2020,3,Andalucia,America,Uruguay,114,1022,9
2020,3,Andalucia,America,Venezuela,254,4578,18
2020,3,Aragon,America,Argentina,73,762,10
2020,3,Aragon,America,Brasil,111,1231,11
2020,3,Aragon,America,Chile,47,506,10
2020,3,Aragon,America,Colombia,263,3100,11
2020,3,Aragon,America,Ecuador,50,653,13
2020,3,Aragon,America,Estados Unidos de America,1188,18542,15
2020,3,Aragon,America,Mexico,103,917,8
2020,3,Aragon,America,Nicaragua,146,2264,15
2020,3,Aragon,America,Panama,31,429,13
2020,3,Aragon,America,Peru,63,740,11
2020,3,Aragon,America,Venezuela,58,1216,21
2020,3,Canarias,America,Argentina,401,3688,9
2020,3,Canarias,America,Brasil,682,3033,4
2020,3,Canarias,America,Canada,493,4396,8
2020,3,Canarias,America,Chile,72,823,11
2020,3,Canarias,America,Colombia,629,7970,12
2020,3,Canarias,America,Ecuador,32,433,13
2020,3,Canarias,America,Estados Unidos de America,2522,30700,12
2020,3,Canarias,America,Mexico,118,1311,11
2020,3,Canarias,America,Peru,51,593,11
2020,3,Canarias,America,Uruguay,98,844,8
2020,3,Canarias,America,Venezuela,376,7708,20
2020,3,Cantabria,America,Argentina,31,322,10
2020,3,Cantabria,America,Brasil,61,714,11
2020,3,Cantabria,America,Colombia,139,1765,12
2020,3,Cantabria,America,Estados Unidos de America,306,4468,14
2020,3,Cantabria,America,Mexico,69,697,10
2020,3,Cantabria,America,Peru,36,454,12
2020,3,Castilla - La Mancha,America,Argentina,100,670,6
2020,3,Castilla - La Mancha,America,Brasil,183,1600,8
2020,3,Castilla - La Mancha,America,Canada,46,249,5
2020,3,Castilla - La Mancha,America,Chile,51,405,7
2020,3,Castilla - La Mancha,America,Colombia,481,5994,12
